condicao_corporal,historico_taxa_prenhez,intervalo_pos_parto_dias,num_partos_anteriores,dias_desde_ultima_ins,dep_fertilidade_animal,especie,raca_femea,tipo_inseminacao,protocolo_hormonal,temperatura_ambiente_c,estacao,dep_acuracia,coeficiente_endogamia,prenha
4.0,0.69,74,3,180,9.9,BOVINO,Tabapuã,IATF,Crestar,27.6,SECA,0.89,0.0467,1
2.0,0.6259,153,1,10,5.0,CAPRINO,Toggenburg,IA_CONVENCIONAL,IA_CONVENCIONAL,28.5,SECA,0.7,0.02,1
2.0,0.6259,157,0,62,4.5,CAPRINO,Saanen,IA_CONVENCIONAL,IA_CONVENCIONAL,19.8,CHUVOSA,0.7,0.02,0
3.5,0.72,74,1,57,8.2,BOVINO,Simmental,IATF,CIDR+GnRH,24.8,SECA,0.98,0.0409,1
4.0,0.6672,258,1,85,5.0,BOVINO,Tabapuã,IATF,Resynch,26.4,CHUVOSA,0.7,0.02,1
4.0,0.6672,177,2,78,9.0,BOVINO,Gir,IA_CONVENCIONAL,IA_CONVENCIONAL,23.4,SECA,0.7,0.02,1
5.0,0.5726,169,0,40,7.1,OVINO,Texel,IATF,P4+BE+PGF,36.5,SECA,0.7,0.02,1
3.5,0.61,69,1,127,10.2,OVINO,Suffolk,IATF,P4+EB 7 dias,22.6,SECA,0.68,0.027,1
4.0,0.85,63,3,95,9.0,OVINO,Santa Inês,IA_CONVENCIONAL,IA_CONVENCIONAL,29.3,SECA,0.59,0.06,1
3.5,0.77,89,3,46,5.2,OVINO,Suffolk,IATF,CIDR+GnRH,28.6,CHUVOSA,0.84,0.0003,1
4.0,0.6672,168,1,104,8.4,BOVINO,Guzerá,IA_CONVENCIONAL,IA_CONVENCIONAL,24.3,CHUVOSA,0.7,0.02,1
3.0,0.66,63,2,160,11.1,CAPRINO,Moxotó,IATF,P4+EB 7 dias,27.7,CHUVOSA,0.72,0.0132,1
3.0,0.67,79,3,138,10.3,BOVINO,Brahman,IATF,CIDR+GnRH,27.9,SECA,0.48,0.0163,1
2.0,0.6672,168,0,80,4.5,BOVINO,Canchim,IATF,P4+EB,30.2,CHUVOSA,0.7,0.02,0
4.5,0.33,34,3,151,3.9,OVINO,Somalis Brasileira,IATF,P4+EB 7 dias,27.4,CHUVOSA,0.43,0.1114,0
3.0,0.5726,169,0,25,5.4,OVINO,Santa Inês,IA_CONVENCIONAL,IA_CONVENCIONAL,29.4,SECA,0.7,0.02,1
5.0,0.16,44,5,9,6.2,BOVINO,Angus,IATF,Crestar,35.5,SECA,0.24,0.06,0
4.5,0.33,39,1,56,9.0,CAPRINO,Saanen,IA_CONVENCIONAL,IA_CONVENCIONAL,32.3,SECA,0.74,0.0001,0
3.5,0.77,65,0,130,3.0,BOVINO,Guzerá,IATF,CIDR+GnRH,23.9,CHUVOSA,0.86,0.0435,1
2.0,0.5,54,0,61,4.3,BOVINO,Guzerá,IATF,OvSynch,26.2,CHUVOSA,0.64,0.1692,0
2.0,0.38,30,1,44,4.8,CAPRINO,Saanen,IATF,CIDR+GnRH,28.7,CHUVOSA,0.65,0.1572,0
4.5,0.39,47,1,34,2.6,BOVINO,Guzerá,IA_CONVENCIONAL,IA_CONVENCIONAL,29.8,SECA,0.66,0.0256,0
4.0,0.6672,168,0,117,8.6,BOVINO,Brahman,IATF,Ovsynch,21.6,SECA,0.7,0.02,1
2.0,0.5726,142,1,51,8.0,OVINO,Bergamácia,IA_CONVENCIONAL,IA_CONVENCIONAL,26.5,SECA,0.7,0.02,1
1.5,0.38,33,0,142,1.7,CAPRINO,Saanen,IATF,CIDR+GnRH,30.7,SECA,0.57,0.0219,0
4.0,0.5726,139,2,115,5.6,OVINO,Somalis,IA_CONVENCIONAL,IA_CONVENCIONAL,36.9,SECA,0.7,0.02,0
4.0,0.5726,277,4,89,4.7,OVINO,Texel,IA_CONVENCIONAL,IA_CONVENCIONAL,28.7,CHUVOSA,0.7,0.02,1
3.5,0.79,71,2,145,8.0,CAPRINO,Saanen,IATF,OvSynch,22.1,SECA,0.85,0.0008,1
4.5,0.26,46,1,11,0.7,CAPRINO,Boer,IA_CONVENCIONAL,IA_CONVENCIONAL,25.4,CHUVOSA,0.38,0.06,0
4.0,0.5726,169,0,95,2.5,OVINO,Morada Nova,IATF,Cosynch,29.3,CHUVOSA,0.7,0.02,0
4.0,0.6259,157,0,53,5.4,CAPRINO,Toggenburg,IA_CONVENCIONAL,IA_CONVENCIONAL,35.7,SECA,0.7,0.02,1
3.5,0.84,99,2,21,10.2,BOVINO,Brahman,IATF,Crestar,28.2,CHUVOSA,0.59,0.0155,1
4.0,0.79,100,2,120,6.6,BOVINO,Nelore,IA_CONVENCIONAL,IA_CONVENCIONAL,24.7,CHUVOSA,0.65,0.06,1
4.0,0.6672,198,1,88,6.0,BOVINO,Gir,IA_CONVENCIONAL,IA_CONVENCIONAL,38.8,CHUVOSA,0.7,0.02,1
5.0,0.6672,168,0,15,2.9,BOVINO,Guzerá,IA_CONVENCIONAL,IA_CONVENCIONAL,21.9,SECA,0.7,0.02,0
3.5,0.83,70,2,176,8.9,OVINO,Somalis Brasileira,IATF,OvSynch,27.6,CHUVOSA,0.74,0.016,1
3.5,0.76,49,3,124,7.2,BOVINO,Simmental,IATF,CIDR+GnRH,26.8,SECA,0.52,0.0104,1
4.0,0.95,88,0,32,8.1,OVINO,Suffolk,IATF,OvSynch,25.8,SECA,0.81,0.0017,1
4.0,0.6672,168,0,50,5.5,BOVINO,Brahman,IA_CONVENCIONAL,IA_CONVENCIONAL,19.3,SECA,0.7,0.02,1
4.0,0.65,69,3,165,10.9,BOVINO,Angus,IATF,CIDR+GnRH,24.8,CHUVOSA,0.49,0.048,1
3.5,0.7,93,3,87,10.4,CAPRINO,Saanen,IATF,CIDR+GnRH,28.9,CHUVOSA,0.72,0.06,1
4.0,0.5726,169,0,90,5.4,OVINO,Dorper,IA_CONVENCIONAL,IA_CONVENCIONAL,34.5,CHUVOSA,0.7,0.02,1
4.0,0.6672,74,2,77,3.9,BOVINO,Guzerá,IA_CONVENCIONAL,IA_CONVENCIONAL,38.5,SECA,0.7,0.02,1
3.5,0.82,69,0,145,6.3,CAPRINO,Anglo-nubiano,IA_CONVENCIONAL,IA_CONVENCIONAL,32.5,SECA,0.71,0.0211,1
2.5,0.14,49,2,71,6.2,CAPRINO,Anglo-nubiano,IA_CONVENCIONAL,IA_CONVENCIONAL,21.5,CHUVOSA,0.7,0.0007,0
3.5,0.75,59,2,30,9.2,OVINO,Santa Inês,IATF,CIDR+GnRH,30.2,CHUVOSA,0.77,0.055,1
4.0,0.61,100,4,142,10.9,OVINO,Santa Inês,IATF,P4+EB 7 dias,24.9,CHUVOSA,0.46,0.0174,1
5.0,0.31,40,2,12,6.0,BOVINO,Angus,IA_CONVENCIONAL,IA_CONVENCIONAL,24.6,CHUVOSA,0.49,0.06,0
4.0,0.6672,168,0,60,6.0,BOVINO,Brahman,IATF,IATF 7 dias,37.6,CHUVOSA,0.7,0.02,1
3.0,0.6259,157,0,10,6.7,CAPRINO,Repartida,IA_CONVENCIONAL,IA_CONVENCIONAL,18.0,CHUVOSA,0.7,0.02,0
5.0,0.6259,157,0,30,5.4,CAPRINO,Anglo Nubiana,IA_CONVENCIONAL,IA_CONVENCIONAL,24.7,CHUVOSA,0.7,0.02,0
3.5,0.5,113,2,170,4.5,CAPRINO,Anglo-nubiano,IA_CONVENCIONAL,IA_CONVENCIONAL,24.7,SECA,0.86,0.06,1
1.5,0.54,52,1,26,4.1,CAPRINO,Moxotó,IATF,CIDR+GnRH,27.9,SECA,0.49,0.0175,0
3.5,0.71,74,2,74,6.8,CAPRINO,Moxotó,IATF,OvSynch,29.8,SECA,0.95,0.0492,1
2.5,0.34,34,7,60,0.7,OVINO,Somalis Brasileira,IA_CONVENCIONAL,IA_CONVENCIONAL,33.1,SECA,0.56,0.0576,0
4.0,0.6672,178,1,39,7.4,BOVINO,Sindi,IATF,Ovsynch,21.7,SECA,0.7,0.02,1
2.0,0.6672,201,3,82,9.1,BOVINO,Tabapuã,IATF,P4+EB,31.4,CHUVOSA,0.7,0.02,1
4.0,0.77,68,2,43,4.4,OVINO,Somalis Brasileira,IATF,Crestar,22.2,SECA,0.37,0.0318,1
3.0,0.66,85,6,137,10.7,BOVINO,Guzerá,IATF,OvSynch,22.9,CHUVOSA,0.66,0.044,1
4.0,0.87,54,2,107,4.0,OVINO,Somalis Brasileira,IA_CONVENCIONAL,IA_CONVENCIONAL,30.7,SECA,0.6,0.06,1
2.0,0.43,46,5,84,5.7,OVINO,Dorper,IATF,OvSynch,25.7,CHUVOSA,0.77,0.0164,0
3.0,0.6259,157,0,7,5.2,CAPRINO,Saanen,IATF,P4+EB,33.8,CHUVOSA,0.7,0.02,1
3.0,0.6672,82,5,18,4.8,BOVINO,Girolando,IA_CONVENCIONAL,IA_CONVENCIONAL,24.9,SECA,0.7,0.02,0
3.5,0.79,91,2,95,6.0,CAPRINO,Moxotó,IATF,P4+EB 7 dias,28.8,CHUVOSA,0.53,0.0035,1
3.0,0.15,52,0,63,7.0,CAPRINO,Moxotó,IA_CONVENCIONAL,IA_CONVENCIONAL,28.4,SECA,0.3,0.0049,0
3.0,0.91,48,3,174,6.3,BOVINO,Brahman,IATF,P4+EB 7 dias,29.3,SECA,0.83,0.0187,1
2.5,0.49,31,2,5,4.1,OVINO,Suffolk,IATF,CIDR+GnRH,26.5,CHUVOSA,0.52,0.1208,0
5.0,0.4,42,0,76,8.7,BOVINO,Simmental,IA_CONVENCIONAL,IA_CONVENCIONAL,29.5,CHUVOSA,0.81,0.0415,0
1.5,0.22,27,1,129,3.2,CAPRINO,Moxotó,IATF,CIDR+GnRH,29.8,CHUVOSA,0.84,0.06,0
3.0,0.6672,168,0,33,6.0,BOVINO,Gir,IA_CONVENCIONAL,IA_CONVENCIONAL,39.1,SECA,0.7,0.02,0
4.0,0.61,83,6,90,11.0,CAPRINO,Saanen,IA_CONVENCIONAL,IA_CONVENCIONAL,30.9,CHUVOSA,0.6,0.06,1
3.5,0.67,96,3,68,7.8,BOVINO,Gir,IATF,P4+EB 7 dias,29.4,CHUVOSA,0.63,0.0322,1
5.0,0.6672,168,0,28,4.5,BOVINO,Brahman,IATF,P4+BE+PGF,39.2,CHUVOSA,0.7,0.02,1
2.0,0.5726,169,0,116,6.7,OVINO,Texel,IA_CONVENCIONAL,IA_CONVENCIONAL,18.9,CHUVOSA,0.7,0.02,0
5.0,0.6672,168,0,109,4.7,BOVINO,Girolando,IA_CONVENCIONAL,IA_CONVENCIONAL,37.9,CHUVOSA,0.7,0.02,0
3.0,0.31,24,0,13,7.0,CAPRINO,Saanen,IA_CONVENCIONAL,IA_CONVENCIONAL,27.7,CHUVOSA,0.53,0.0815,0
4.0,0.6672,168,0,74,7.7,BOVINO,Sindi,IA_CONVENCIONAL,IA_CONVENCIONAL,22.0,CHUVOSA,0.7,0.02,1
3.0,0.5726,70,2,49,6.3,OVINO,Dorper,IA_CONVENCIONAL,IA_CONVENCIONAL,38.3,CHUVOSA,0.7,0.02,1
4.0,0.94,87,4,38,9.5,CAPRINO,Boer,IA_CONVENCIONAL,IA_CONVENCIONAL,26.9,SECA,0.75,0.0079,1
2.0,0.6672,76,1,50,5.4,BOVINO,Canchim,IATF,P4+BE+PGF,38.3,CHUVOSA,0.7,0.02,1
3.5,0.39,57,0,81,4.1,CAPRINO,Saanen,IA_CONVENCIONAL,IA_CONVENCIONAL,26.5,CHUVOSA,0.51,0.06,0
4.0,0.5726,169,0,56,5.9,OVINO,Dorper,IA_CONVENCIONAL,IA_CONVENCIONAL,35.9,CHUVOSA,0.7,0.02,0
4.0,0.83,88,2,89,11.4,BOVINO,Tabapuã,IATF,Crestar,28.4,CHUVOSA,0.75,0.053,1
3.5,0.78,75,4,141,8.0,CAPRINO,Anglo-nubiano,IATF,OvSynch,26.6,SECA,0.92,0.0415,1
3.5,0.75,101,4,24,5.3,OVINO,Dorper,IATF,P4+EB 7 dias,29.0,SECA,0.41,0.0037,1
5.0,0.6672,167,1,93,6.9,BOVINO,Canchim,IA_CONVENCIONAL,IA_CONVENCIONAL,25.5,CHUVOSA,0.7,0.02,1
4.0,0.5726,169,0,74,5.7,OVINO,Bergamácia,IA_CONVENCIONAL,IA_CONVENCIONAL,29.9,SECA,0.7,0.02,0
2.5,0.31,43,0,37,3.4,BOVINO,Tabapuã,IATF,OvSynch,31.1,SECA,0.56,0.0234,0
3.5,0.61,66,0,32,10.3,CAPRINO,Moxotó,IA_CONVENCIONAL,IA_CONVENCIONAL,23.4,CHUVOSA,0.78,0.0402,1
3.5,0.71,77,1,25,5.1,CAPRINO,Boer,IATF,P4+EB 7 dias,24.6,CHUVOSA,0.71,0.06,1
3.0,0.52,88,4,86,8.7,CAPRINO,Boer,IATF,OvSynch,25.4,CHUVOSA,0.93,0.0206,1
5.0,0.36,31,1,98,5.3,OVINO,Somalis Brasileira,IA_CONVENCIONAL,IA_CONVENCIONAL,18.0,CHUVOSA,0.41,0.0153,0
3.0,0.6672,283,2,59,5.6,BOVINO,Guzerá,IA_CONVENCIONAL,IA_CONVENCIONAL,28.6,SECA,0.7,0.02,1
3.5,0.82,63,2,58,11.3,CAPRINO,Moxotó,IA_CONVENCIONAL,IA_CONVENCIONAL,28.2,CHUVOSA,0.96,0.0557,1
4.0,0.67,81,1,109,7.5,OVINO,Somalis Brasileira,IA_CONVENCIONAL,IA_CONVENCIONAL,30.1,SECA,0.83,0.06,1
3.0,0.5726,177,2,112,6.8,OVINO,Santa Inês,IA_CONVENCIONAL,IA_CONVENCIONAL,23.4,CHUVOSA,0.7,0.02,0
1.0,0.6259,157,0,82,2.0,CAPRINO,Canindé,IA_CONVENCIONAL,IA_CONVENCIONAL,35.7,SECA,0.7,0.02,0
3.0,0.6259,157,0,24,7.3,CAPRINO,Moxotó,IATF,Select Synch,26.2,CHUVOSA,0.7,0.02,0
3.0,0.6672,168,0,36,4.7,BOVINO,Girolando,IA_CONVENCIONAL,IA_CONVENCIONAL,18.7,CHUVOSA,0.7,0.02,1
3.0,0.66,76,2,62,6.8,OVINO,Dorper,IATF,CIDR+GnRH,26.0,SECA,0.72,0.0142,1
3.5,0.83,66,1,91,3.7,OVINO,Dorper,IATF,P4+EB 7 dias,29.5,SECA,0.66,0.0424,1
3.0,0.5726,272,1,45,4.0,OVINO,Morada Nova,IATF,IATF 7 dias,21.3,CHUVOSA,0.7,0.02,1
4.0,0.6672,146,2,46,4.6,BOVINO,Gir,IA_CONVENCIONAL,IA_CONVENCIONAL,26.1,CHUVOSA,0.7,0.02,1
2.0,0.5726,191,1,20,6.5,OVINO,Dorper,IATF,Cosynch,34.3,SECA,0.7,0.02,1
5.0,0.6259,157,0,21,7.7,CAPRINO,Repartida,IATF,IATF 7 dias,36.4,CHUVOSA,0.7,0.02,1
4.0,0.6259,174,2,96,5.5,CAPRINO,Repartida,IA_CONVENCIONAL,IA_CONVENCIONAL,20.0,CHUVOSA,0.7,0.02,1
3.0,0.73,64,2,91,12.1,OVINO,Santa Inês,IA_CONVENCIONAL,IA_CONVENCIONAL,20.4,SECA,0.59,0.06,1
3.0,0.63,74,1,149,9.8,BOVINO,Tabapuã,IA_CONVENCIONAL,IA_CONVENCIONAL,18.0,CHUVOSA,0.73,0.0357,1
4.5,0.52,62,0,7,0.0,BOVINO,Simmental,IA_CONVENCIONAL,IA_CONVENCIONAL,39.7,SECA,0.81,0.0117,0
1.0,0.5726,119,1,118,4.6,OVINO,Santa Inês,IA_CONVENCIONAL,IA_CONVENCIONAL,18.0,SECA,0.7,0.02,0
4.0,0.68,87,2,86,3.7,OVINO,Santa Inês,IATF,CIDR+GnRH,28.3,SECA,0.58,0.06,1
3.5,0.31,55,0,164,3.4,BOVINO,Angus,IA_CONVENCIONAL,IA_CONVENCIONAL,31.1,CHUVOSA,0.45,0.0228,0
4.0,0.9,74,5,40,9.3,CAPRINO,Boer,IATF,OvSynch,28.5,SECA,0.64,0.004,1
5.0,0.5726,129,3,52,6.5,OVINO,Morada Nova,IATF,Resynch,32.9,SECA,0.7,0.02,0
4.0,0.6672,33,1,43,6.7,BOVINO,Guzerá,IA_CONVENCIONAL,IA_CONVENCIONAL,35.0,SECA,0.7,0.02,1
4.0,0.57,58,0,180,8.6,CAPRINO,Anglo-nubiano,IATF,P4+EB 7 dias,26.4,SECA,0.45,0.06,0
5.0,0.6672,168,0,63,5.9,BOVINO,Sindi,IA_CONVENCIONAL,IA_CONVENCIONAL,30.1,SECA,0.7,0.02,1
4.0,0.2,28,4,178,3.7,BOVINO,Gir,IATF,P4+EB 7 dias,27.9,CHUVOSA,0.75,0.0208,0
2.5,0.65,29,8,1,9.9,OVINO,Suffolk,IA_CONVENCIONAL,IA_CONVENCIONAL,19.0,CHUVOSA,0.66,0.0084,0
4.0,0.6672,168,0,30,6.7,BOVINO,Sindi,IA_CONVENCIONAL,IA_CONVENCIONAL,26.9,SECA,0.7,0.02,0
3.0,0.71,45,3,106,8.2,BOVINO,Simmental,IATF,P4+EB 7 dias,28.1,SECA,0.71,0.0292,1
5.0,0.6259,227,2,55,7.0,CAPRINO,Toggenburg,IA_CONVENCIONAL,IA_CONVENCIONAL,34.7,CHUVOSA,0.7,0.02,1
4.0,0.6672,204,1,55,5.4,BOVINO,Sindi,IATF,GnRH+PGF2α,33.7,CHUVOSA,0.7,0.02,1
3.0,0.6672,168,0,85,7.2,BOVINO,Guzerá,IATF,IATF 7 dias,34.1,CHUVOSA,0.7,0.02,1
4.0,0.6672,35,3,59,5.5,BOVINO,Nelore,IATF,Resynch,32.9,CHUVOSA,0.7,0.02,1
3.0,0.5726,169,0,6,8.0,OVINO,Santa Inês,IA_CONVENCIONAL,IA_CONVENCIONAL,21.3,CHUVOSA,0.7,0.02,0
3.0,0.6259,137,1,38,3.9,CAPRINO,Canindé,IA_CONVENCIONAL,IA_CONVENCIONAL,20.1,CHUVOSA,0.7,0.02,1
3.0,0.6672,168,0,33,5.2,BOVINO,Sindi,IA_CONVENCIONAL,IA_CONVENCIONAL,26.5,SECA,0.7,0.02,1
2.0,0.35,23,3,9,4.3,CAPRINO,Anglo-nubiano,IA_CONVENCIONAL,IA_CONVENCIONAL,32.9,SECA,0.62,0.06,0
4.0,0.6672,168,0,98,6.8,BOVINO,Canchim,IATF,Ovsynch,28.3,SECA,0.7,0.02,0
4.0,0.6259,148,1,76,3.9,CAPRINO,Toggenburg,IA_CONVENCIONAL,IA_CONVENCIONAL,38.1,CHUVOSA,0.7,0.02,1
3.0,0.6672,168,0,62,6.2,BOVINO,Gir,IA_CONVENCIONAL,IA_CONVENCIONAL,22.4,CHUVOSA,0.7,0.02,1
4.0,0.56,84,4,148,11.0,CAPRINO,Boer,IA_CONVENCIONAL,IA_CONVENCIONAL,28.2,SECA,0.74,0.0113,1
4.0,0.6672,232,5,5,3.9,BOVINO,Canchim,IATF,IATF 7 dias,38.7,CHUVOSA,0.7,0.02,1
3.5,0.77,51,5,30,9.3,CAPRINO,Moxotó,IA_CONVENCIONAL,IA_CONVENCIONAL,23.3,CHUVOSA,0.39,0.0549,1
2.5,0.59,111,2,154,7.8,OVINO,Somalis Brasileira,IATF,P4+EB 7 dias,29.8,CHUVOSA,0.82,0.0441,1
4.0,0.55,72,3,98,7.9,BOVINO,Brahman,IATF,CIDR+GnRH,25.1,CHUVOSA,0.71,0.0273,1
1.5,0.62,26,1,76,9.0,OVINO,Santa Inês,IATF,P4+EB 7 dias,26.0,SECA,0.84,0.0363,0
4.0,0.5726,63,1,48,5.2,OVINO,Bergamácia,IA_CONVENCIONAL,IA_CONVENCIONAL,27.2,CHUVOSA,0.7,0.02,0
2.5,0.65,50,4,57,10.9,CAPRINO,Anglo-nubiano,IATF,OvSynch,33.7,CHUVOSA,0.81,0.06,1
5.0,0.5726,184,4,56,5.8,OVINO,Bergamácia,IA_CONVENCIONAL,IA_CONVENCIONAL,30.1,SECA,0.7,0.02,0
3.5,0.61,79,3,33,7.7,CAPRINO,Anglo-nubiano,IATF,P4+EB 7 dias,24.7,CHUVOSA,0.73,0.0401,1
3.5,0.9,64,2,70,6.6,CAPRINO,Boer,IA_CONVENCIONAL,IA_CONVENCIONAL,27.4,CHUVOSA,0.75,0.0487,1
4.5,0.67,52,5,27,10.2,CAPRINO,Saanen,IA_CONVENCIONAL,IA_CONVENCIONAL,32.4,CHUVOSA,0.31,0.0204,1
3.0,0.56,22,1,88,4.6,CAPRINO,Saanen,IATF,P4+EB 7 dias,24.9,CHUVOSA,0.71,0.0088,0
4.0,0.6672,168,0,43,5.9,BOVINO,Sindi,IA_CONVENCIONAL,IA_CONVENCIONAL,20.0,CHUVOSA,0.7,0.02,0
4.0,0.6259,157,0,102,6.0,CAPRINO,Saanen,IATF,P4+BE+PGF,29.1,CHUVOSA,0.7,0.02,0
3.5,0.86,45,1,48,8.7,OVINO,Suffolk,IATF,Crestar,26.8,CHUVOSA,0.87,0.06,1
5.0,0.32,60,1,88,5.8,BOVINO,Guzerá,IATF,Crestar,30.1,SECA,0.21,0.06,0
4.0,0.5726,169,0,115,8.1,OVINO,Somalis,IATF,P4+BE+PGF,24.2,CHUVOSA,0.7,0.02,0
5.0,0.21,38,7,6,6.5,OVINO,Suffolk,IA_CONVENCIONAL,IA_CONVENCIONAL,26.0,CHUVOSA,0.7,0.0465,0
2.0,0.51,47,8,3,2.3,OVINO,Somalis Brasileira,IATF,OvSynch,28.8,SECA,0.81,0.0051,0
5.0,0.5726,169,0,110,5.2,OVINO,Texel,IA_CONVENCIONAL,IA_CONVENCIONAL,21.3,CHUVOSA,0.7,0.02,1
4.5,0.31,44,0,24,7.1,BOVINO,Guzerá,IA_CONVENCIONAL,IA_CONVENCIONAL,18.0,CHUVOSA,0.22,0.0471,0
4.5,0.55,41,1,135,9.7,BOVINO,Gir,IATF,Crestar,38.3,SECA,0.62,0.0715,0
2.5,0.61,50,1,40,5.1,BOVINO,Brahman,IATF,P4+EB 7 dias,33.3,CHUVOSA,0.51,0.0072,0
5.0,0.6259,157,0,106,3.6,CAPRINO,Repartida,IA_CONVENCIONAL,IA_CONVENCIONAL,38.4,CHUVOSA,0.7,0.02,0
3.0,0.5726,169,0,68,4.8,OVINO,Morada Nova,IA_CONVENCIONAL,IA_CONVENCIONAL,27.5,CHUVOSA,0.7,0.02,1
3.5,0.89,106,4,132,9.0,BOVINO,Tabapuã,IATF,OvSynch,28.7,CHUVOSA,0.79,0.06,1
3.0,0.6672,275,3,79,7.7,BOVINO,Girolando,IATF,Select Synch,26.8,SECA,0.7,0.02,1
2.0,0.6259,157,0,80,4.9,CAPRINO,Boer,IATF,Select Synch,26.2,SECA,0.7,0.02,0
3.0,0.6672,168,0,60,5.6,BOVINO,Brahman,IATF,P4+BE+PGF,25.6,CHUVOSA,0.7,0.02,1
4.0,0.78,53,3,113,8.6,OVINO,Morada Nova,IA_CONVENCIONAL,IA_CONVENCIONAL,31.2,SECA,0.46,0.058,1
3.0,0.6259,157,0,72,5.8,CAPRINO,Boer,IA_CONVENCIONAL,IA_CONVENCIONAL,32.3,SECA,0.7,0.02,0
3.5,0.81,75,3,91,6.8,CAPRINO,Anglo-nubiano,IATF,CIDR+GnRH,33.2,SECA,0.63,0.0348,1
2.0,0.6672,260,2,59,5.2,BOVINO,Brahman,IA_CONVENCIONAL,IA_CONVENCIONAL,38.9,SECA,0.7,0.02,1
3.5,0.74,110,2,58,8.7,OVINO,Morada Nova,IA_CONVENCIONAL,IA_CONVENCIONAL,30.0,CHUVOSA,0.79,0.0136,1
2.0,0.6672,282,1,83,10.9,BOVINO,Guzerá,IA_CONVENCIONAL,IA_CONVENCIONAL,19.0,SECA,0.7,0.02,0
3.5,0.79,90,2,50,13.3,BOVINO,Angus,IATF,P4+EB 7 dias,28.8,SECA,0.36,0.0294,1
1.0,0.5726,226,3,61,6.4,OVINO,Dorper,IATF,Ovsynch,19.0,SECA,0.7,0.02,0
4.0,0.6259,157,0,120,5.4,CAPRINO,Repartida,IA_CONVENCIONAL,IA_CONVENCIONAL,27.8,CHUVOSA,0.7,0.02,1
4.0,0.5726,75,2,98,5.9,OVINO,Santa Inês,IA_CONVENCIONAL,IA_CONVENCIONAL,19.4,CHUVOSA,0.7,0.02,1
3.0,0.4,29,2,151,4.3,CAPRINO,Moxotó,IA_CONVENCIONAL,IA_CONVENCIONAL,27.7,CHUVOSA,0.7,0.0086,0
5.0,0.6672,89,2,50,7.0,BOVINO,Tabapuã,IATF,Sem protocolo,35.7,SECA,0.7,0.02,1
2.5,0.43,72,3,11,7.5,CAPRINO,Saanen,IA_CONVENCIONAL,IA_CONVENCIONAL,35.4,SECA,0.27,0.06,0
4.0,0.6672,115,2,46,9.2,BOVINO,Gir,IA_CONVENCIONAL,IA_CONVENCIONAL,21.9,CHUVOSA,0.7,0.02,1
3.5,0.52,129,4,128,9.0,OVINO,Dorper,IATF,Crestar,31.2,SECA,0.85,0.0055,1
2.0,0.42,57,7,98,7.7,OVINO,Dorper,IATF,CIDR+GnRH,38.8,SECA,0.5,0.0021,0
3.0,0.36,47,0,3,3.7,BOVINO,Tabapuã,IATF,Crestar,26.5,CHUVOSA,0.69,0.058,0
4.0,0.6672,168,0,56,7.3,BOVINO,Girolando,IA_CONVENCIONAL,IA_CONVENCIONAL,35.9,SECA,0.7,0.02,0
3.0,0.6672,168,0,40,8.7,BOVINO,Girolando,IA_CONVENCIONAL,IA_CONVENCIONAL,28.2,SECA,0.7,0.02,0
3.0,0.9,93,5,168,8.9,OVINO,Somalis Brasileira,IATF,CIDR+GnRH,22.3,CHUVOSA,0.75,0.0079,1
5.0,0.51,54,1,44,5.9,OVINO,Somalis Brasileira,IATF,P4+EB 7 dias,25.0,CHUVOSA,0.95,0.0149,0
2.5,0.69,101,4,36,9.3,BOVINO,Guzerá,IATF,Crestar,29.9,SECA,0.61,0.0181,1
4.5,0.1,32,1,73,4.0,BOVINO,Angus,IA_CONVENCIONAL,IA_CONVENCIONAL,26.7,CHUVOSA,0.43,0.0224,0
1.0,0.6672,115,2,11,7.6,BOVINO,Sindi,IA_CONVENCIONAL,IA_CONVENCIONAL,32.3,CHUVOSA,0.7,0.02,0
2.0,0.5726,216,4,8,3.5,OVINO,Morada Nova,IATF,GnRH+PGF2α,19.6,SECA,0.7,0.02,1
3.0,0.58,59,1,171,8.5,BOVINO,Guzerá,IATF,P4+EB 7 dias,25.9,SECA,0.68,0.0051,1
3.0,0.6259,299,2,81,8.2,CAPRINO,Repartida,IATF,Select Synch,35.2,SECA,0.7,0.02,1
3.0,0.35,33,5,144,7.8,OVINO,Santa Inês,IA_CONVENCIONAL,IA_CONVENCIONAL,31.8,SECA,0.38,0.06,0
4.0,0.6672,95,6,52,8.8,BOVINO,Sindi,IA_CONVENCIONAL,IA_CONVENCIONAL,30.4,CHUVOSA,0.7,0.02,0
5.0,0.39,32,4,92,3.6,BOVINO,Guzerá,IA_CONVENCIONAL,IA_CONVENCIONAL,28.9,CHUVOSA,0.66,0.2124,0
2.0,0.16,21,8,44,5.4,BOVINO,Tabapuã,IATF,P4+EB 7 dias,23.5,CHUVOSA,0.67,0.0151,0
4.0,0.56,89,4,109,8.3,CAPRINO,Moxotó,IATF,P4+EB 7 dias,27.2,CHUVOSA,0.32,0.0016,1
4.0,0.9,89,0,128,8.9,CAPRINO,Saanen,IATF,Crestar,27.4,SECA,0.41,0.0428,1
2.0,0.6672,251,1,83,7.1,BOVINO,Guzerá,IA_CONVENCIONAL,IA_CONVENCIONAL,38.2,CHUVOSA,0.7,0.02,0
5.0,0.5726,186,2,35,5.6,OVINO,Somalis,IA_CONVENCIONAL,IA_CONVENCIONAL,34.6,CHUVOSA,0.7,0.02,1
